,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,train_time,train_time_per_sample,train_start_time,train_end_time,train_device,predict_time,predict_time_per_sample,predict_start_time,predict_end_time,predict_device,accuracy,log_loss,predictions,exception,data._target_,data.generate.name,data.generate.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.generate.name,model.data.generate.target,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.init._target_,model.init.compressor,model.init.distance_matrix,model.init.k,model.init.m,model.init.method,model.init.metric,model.init.name,model.init.symmetric,model.init.precompute,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
33,22d994f439eb80913e045824df7c906e,train,deckard.base.experiment.Experiment,22d994f439eb80913e045824df7c906e,sms_spam,cpu,22d994f439eb80913e045824df7c906e,22d994f439eb80913e045824df7c906e,GzipClassifier,22d994f439eb80913e045824df7c906e,22d994f439eb80913e045824df7c906e,112.801001617,0.112801001617,1708476620.8602087,1708476726.9576027,cpu,12.264150458,0.012264150458,1708475400.7435927,1708475412.4884963,cpu,0.88,4.144653167389282,sms_spam/reports/train/22d994f439eb80913e045824df7c906e/predictions.json,sms_spam/reports/train/22d994f439eb80913e045824df7c906e/exception.log,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,22d994f439eb80913e045824df7c906e,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,10,Sum,Levenshtein,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
35,23b9fcf9917bb6b79e315d3aa270e977,train,deckard.base.experiment.Experiment,23b9fcf9917bb6b79e315d3aa270e977,sms_spam,cpu,23b9fcf9917bb6b79e315d3aa270e977,23b9fcf9917bb6b79e315d3aa270e977,GzipClassifier,23b9fcf9917bb6b79e315d3aa270e977,23b9fcf9917bb6b79e315d3aa270e977,155.793266044,0.155793266044,1708474864.8993626,1708475012.32747,cpu,11.893518682,0.011893518682,1708475012.327901,1708475023.565388,cpu,0.87,4.49004093170166,sms_spam/reports/train/23b9fcf9917bb6b79e315d3aa270e977/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,23b9fcf9917bb6b79e315d3aa270e977,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,20,Sum,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
38,29e093968ac93db808bcdf9052d126c8,train,deckard.base.experiment.Experiment,29e093968ac93db808bcdf9052d126c8,sms_spam,cpu,29e093968ac93db808bcdf9052d126c8,29e093968ac93db808bcdf9052d126c8,GzipClassifier,29e093968ac93db808bcdf9052d126c8,29e093968ac93db808bcdf9052d126c8,157.01709144,0.15701709144,1708477004.2884796,1708477152.315357,cpu,13.982995735,0.013982995735,1708477152.3157744,1708477165.4818122,cpu,0.87,4.49004093170166,sms_spam/reports/train/29e093968ac93db808bcdf9052d126c8/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,29e093968ac93db808bcdf9052d126c8,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,50,SVC,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
39,2a7876413eaab0992b969322ff38d0be,train,deckard.base.experiment.Experiment,2a7876413eaab0992b969322ff38d0be,sms_spam,cpu,2a7876413eaab0992b969322ff38d0be,2a7876413eaab0992b969322ff38d0be,GzipClassifier,2a7876413eaab0992b969322ff38d0be,2a7876413eaab0992b969322ff38d0be,151.817904759,0.151817904759,1708476297.8706846,1708476440.7853203,cpu,17.796756827,0.017796756827,1708476440.7856777,1708476457.1071594,cpu,0.63,12.77934726715088,sms_spam/reports/train/2a7876413eaab0992b969322ff38d0be/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,2a7876413eaab0992b969322ff38d0be,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,100,Random,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
40,2ad128ee32728aa979547ab95b9d78a6,train,deckard.base.experiment.Experiment,2ad128ee32728aa979547ab95b9d78a6,sms_spam,cpu,2ad128ee32728aa979547ab95b9d78a6,2ad128ee32728aa979547ab95b9d78a6,GzipClassifier,2ad128ee32728aa979547ab95b9d78a6,2ad128ee32728aa979547ab95b9d78a6,157.266265762,0.157266265762,1708478000.8138862,1708478154.054795,cpu,29.867935319,0.029867935319,1708478154.054907,1708478183.0492675,cpu,0.87,4.49004093170166,sms_spam/reports/train/2ad128ee32728aa979547ab95b9d78a6/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,2ad128ee32728aa979547ab95b9d78a6,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,20,KNN,Jaro,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
41,2d15d145e151e0b184a1f71349e75bff,train,deckard.base.experiment.Experiment,2d15d145e151e0b184a1f71349e75bff,sms_spam,cpu,2d15d145e151e0b184a1f71349e75bff,2d15d145e151e0b184a1f71349e75bff,GzipClassifier,2d15d145e151e0b184a1f71349e75bff,2d15d145e151e0b184a1f71349e75bff,259.339167958,0.259339167958,1708480418.7418852,1708480636.8984573,cpu,47.042177982,0.047042177982,1708480636.898967,1708480676.5404627,cpu,0.96,1.3815510559082032,sms_spam/reports/train/2d15d145e151e0b184a1f71349e75bff/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,2d15d145e151e0b184a1f71349e75bff,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Zstd,,3,500,Random,NCD,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
42,2e1c0edbabca103191622455c762be0d,train,deckard.base.experiment.Experiment,2e1c0edbabca103191622455c762be0d,sms_spam,cpu,2e1c0edbabca103191622455c762be0d,2e1c0edbabca103191622455c762be0d,GzipClassifier,2e1c0edbabca103191622455c762be0d,2e1c0edbabca103191622455c762be0d,151.412126966,0.151412126966,1708476298.753713,1708476441.6948211,cpu,29.562676251,0.029562676251,1708476441.6952686,1708476469.4147651,cpu,0.82,6.216979751586914,sms_spam/reports/train/2e1c0edbabca103191622455c762be0d/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,2e1c0edbabca103191622455c762be0d,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,200,Random,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
43,3081d4ebf8802f76f9831a9638b8a4d1,train,deckard.base.experiment.Experiment,3081d4ebf8802f76f9831a9638b8a4d1,sms_spam,cpu,3081d4ebf8802f76f9831a9638b8a4d1,3081d4ebf8802f76f9831a9638b8a4d1,GzipClassifier,3081d4ebf8802f76f9831a9638b8a4d1,3081d4ebf8802f76f9831a9638b8a4d1,153.257257216,0.153257257216,1708475025.9386184,1708475170.4406264,cpu,27.46851451,0.02746851451,1708475170.4407089,1708475196.3818014,cpu,0.87,4.49004093170166,sms_spam/reports/train/3081d4ebf8802f76f9831a9638b8a4d1/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,3081d4ebf8802f76f9831a9638b8a4d1,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,5,200,Medoid,Levenshtein,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
44,334d37d8c311232aa8a20006ef3dcbcf,train,deckard.base.experiment.Experiment,334d37d8c311232aa8a20006ef3dcbcf,sms_spam,cpu,334d37d8c311232aa8a20006ef3dcbcf,334d37d8c311232aa8a20006ef3dcbcf,GzipClassifier,334d37d8c311232aa8a20006ef3dcbcf,334d37d8c311232aa8a20006ef3dcbcf,156.072094417,0.156072094417,1708476126.5912504,1708476273.627705,cpu,29.966292103,0.029966292103,1708476273.6281452,1708476301.2499936,cpu,0.87,4.49004093170166,sms_spam/reports/train/334d37d8c311232aa8a20006ef3dcbcf/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,334d37d8c311232aa8a20006ef3dcbcf,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,100,Medoid,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
45,3515e917df922c45e7a3d7ff1a26ac1c,train,deckard.base.experiment.Experiment,3515e917df922c45e7a3d7ff1a26ac1c,sms_spam,cpu,3515e917df922c45e7a3d7ff1a26ac1c,3515e917df922c45e7a3d7ff1a26ac1c,GzipClassifier,3515e917df922c45e7a3d7ff1a26ac1c,3515e917df922c45e7a3d7ff1a26ac1c,111.758720153,0.111758720153,1708478128.6527758,1708478236.2262,cpu,9.338720238,0.009338720238,1708478236.2265637,1708478245.0607157,cpu,0.87,4.49004093170166,sms_spam/reports/train/3515e917df922c45e7a3d7ff1a26ac1c/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,3515e917df922c45e7a3d7ff1a26ac1c,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,20,Medoid,Levenshtein,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
46,355358e91259d671512d6eb125dc129e,train,deckard.base.experiment.Experiment,355358e91259d671512d6eb125dc129e,sms_spam,cpu,355358e91259d671512d6eb125dc129e,355358e91259d671512d6eb125dc129e,GzipClassifier,355358e91259d671512d6eb125dc129e,355358e91259d671512d6eb125dc129e,125.200749295,0.125200749295,1708478796.7247057,1708478914.6967793,cpu,105.032638426,0.105032638426,1708478796.5510416,1708478894.37522,cpu,0.92,2.763102111592856,sms_spam/reports/train/355358e91259d671512d6eb125dc129e/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,355358e91259d671512d6eb125dc129e,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,500,Random,Levenshtein,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
48,382c0f68292d3ba1336cb683bd241a3c,train,deckard.base.experiment.Experiment,382c0f68292d3ba1336cb683bd241a3c,sms_spam,cpu,382c0f68292d3ba1336cb683bd241a3c,382c0f68292d3ba1336cb683bd241a3c,GzipClassifier,382c0f68292d3ba1336cb683bd241a3c,382c0f68292d3ba1336cb683bd241a3c,149.531567887,0.149531567887,1708478982.9610343,1708479124.273244,cpu,11.54408389,0.01154408389,1708479124.2736049,1708479135.3726814,cpu,0.87,4.49004093170166,sms_spam/reports/train/382c0f68292d3ba1336cb683bd241a3c/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,382c0f68292d3ba1336cb683bd241a3c,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,10,Medoid,Levenshtein,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
50,3a025a780be2a2ff2d341237dcadb7d3,train,deckard.base.experiment.Experiment,3a025a780be2a2ff2d341237dcadb7d3,sms_spam,cpu,3a025a780be2a2ff2d341237dcadb7d3,3a025a780be2a2ff2d341237dcadb7d3,GzipClassifier,3a025a780be2a2ff2d341237dcadb7d3,3a025a780be2a2ff2d341237dcadb7d3,157.826168408,0.157826168408,1708477004.2870293,1708477152.7993422,cpu,13.241869839,0.013241869839,1708477152.7998357,1708477165.359091,cpu,0.84,5.526204223632813,sms_spam/reports/train/3a025a780be2a2ff2d341237dcadb7d3/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,3a025a780be2a2ff2d341237dcadb7d3,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,20,Sum,Hamming,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
51,3ad171b18ddb94ab3bcb9c6ac88325b7,train,deckard.base.experiment.Experiment,3ad171b18ddb94ab3bcb9c6ac88325b7,sms_spam,cpu,3ad171b18ddb94ab3bcb9c6ac88325b7,3ad171b18ddb94ab3bcb9c6ac88325b7,GzipClassifier,3ad171b18ddb94ab3bcb9c6ac88325b7,3ad171b18ddb94ab3bcb9c6ac88325b7,148.88981369,0.14888981369,1708476313.2855115,1708476454.10642,cpu,31.156548621,0.031156548621,1708476269.4952197,1708476298.2735815,cpu,0.51,16.924000433506237,sms_spam/reports/train/3ad171b18ddb94ab3bcb9c6ac88325b7/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,3ad171b18ddb94ab3bcb9c6ac88325b7,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,100,Random,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
52,3ebb44f23e86c33d96b4fee3dac6c65f,train,deckard.base.experiment.Experiment,3ebb44f23e86c33d96b4fee3dac6c65f,sms_spam,cpu,3ebb44f23e86c33d96b4fee3dac6c65f,3ebb44f23e86c33d96b4fee3dac6c65f,GzipClassifier,3ebb44f23e86c33d96b4fee3dac6c65f,3ebb44f23e86c33d96b4fee3dac6c65f,106.839451777,0.106839451777,1708478184.5118463,1708478287.657056,cpu,12.629058497,0.012629058497,1708478287.6571746,1708478299.3350587,cpu,0.13,30.048735466003414,sms_spam/reports/train/3ebb44f23e86c33d96b4fee3dac6c65f/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,3ebb44f23e86c33d96b4fee3dac6c65f,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,100,SVC,Jaro,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
53,3f9669dc0b2fe957e00bdca578629d65,train,deckard.base.experiment.Experiment,3f9669dc0b2fe957e00bdca578629d65,sms_spam,cpu,3f9669dc0b2fe957e00bdca578629d65,3f9669dc0b2fe957e00bdca578629d65,GzipClassifier,3f9669dc0b2fe957e00bdca578629d65,3f9669dc0b2fe957e00bdca578629d65,427.622101658,0.427622101658,1708480418.4641278,1708480710.1875198,cpu,11.345877766,0.011345877766,1708480710.1878169,1708480719.681849,cpu,0.87,4.49004093170166,sms_spam/reports/train/3f9669dc0b2fe957e00bdca578629d65/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,3f9669dc0b2fe957e00bdca578629d65,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,BZ2,,11,50,SVC,NCD,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
56,44bc6d5238a247330a218ec4555784ee,train,deckard.base.experiment.Experiment,44bc6d5238a247330a218ec4555784ee,sms_spam,cpu,44bc6d5238a247330a218ec4555784ee,44bc6d5238a247330a218ec4555784ee,GzipClassifier,44bc6d5238a247330a218ec4555784ee,44bc6d5238a247330a218ec4555784ee,156.323636365,0.156323636365,1708478000.8264842,1708478153.6341743,cpu,63.710870215,0.063710870215,1708477309.556687,1708477369.3599455,cpu,0.39,21.06865360089552,sms_spam/reports/train/44bc6d5238a247330a218ec4555784ee/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,44bc6d5238a247330a218ec4555784ee,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,5,500,Random,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
58,48c932277794d60bb3c120cb58b1fe86,train,deckard.base.experiment.Experiment,48c932277794d60bb3c120cb58b1fe86,sms_spam,cpu,48c932277794d60bb3c120cb58b1fe86,48c932277794d60bb3c120cb58b1fe86,GzipClassifier,48c932277794d60bb3c120cb58b1fe86,48c932277794d60bb3c120cb58b1fe86,140.459778494,0.140459778494,1708479144.7456417,1708479277.3042495,cpu,20.609756184,0.020609756184,1708479124.5497615,1708479143.7744656,cpu,0.87,4.490040931338389,sms_spam/reports/train/48c932277794d60bb3c120cb58b1fe86/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,48c932277794d60bb3c120cb58b1fe86,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,50,Medoid,Levenshtein,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
